,Overall Place,Recognition,Team Members,Boat #,Staples,Luling 90,Palmetto,Gonzales,Hochheim,Cheapside,Cuero 236,Victoria,Swinging Bridge (off Canal Rd),Calhouns RV,Seadrift,Class,Competitors,Team Captions,0,600,1200,1800,2400,3000,3600,4200,4800,5400,6000
136,DNF,,"William Kunkel
Eduardo Ramirez Jr

TC Jeff Kunkel
TC Jill Kunkel",2073,0 days 04:37:00,0 days 11:32:00,0 days 19:34:00,1 days 03:33:00,,,,,,,,,['William Kunkel\nEduardo Ramirez Jr\n\n'],['Jeff Kunkel\nTC Jill Kunkel'],-2.823763907144894e-07,35.38627891424176,62.640833946596295,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
137,DNF,Unlimited,"Dan Gideon
Scott Craig

TC Tiffany Marconi
TC Kristine Hood",2468,0 days 04:25:00,0 days 09:59:00,0 days 16:22:00,1 days 01:24:00,,,,,,,,Unlimited,['Dan Gideon\nScott Craig\n\n'],['Tiffany Marconi\nTC Kristine Hood'],-2.823763907144894e-07,40.68528315710153,71.59020658589696,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
138,DNF,,"Grant Hudspeth
Landon Ferguson

TC Joy Hayes
TC Joe Hayes",3159,0 days 04:20:00,0 days 10:37:00,0 days 17:18:00,0 days 23:43:00,,,,,,,,,['Grant Hudspeth\nLandon Ferguson\n\n'],['Joy Hayes\nTC Joe Hayes'],-2.823763907144894e-07,38.30936040077954,72.06773034195527,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
139,DNF,C-2,"Michael Carr
Edward Carr

TC Cash Kartaltepe
TC Yvonne Carr",5150,0 days 04:22:00,0 days 10:23:00,0 days 17:30:00,1 days 01:28:00,,,,,,,,USCA C-2,['Michael Carr\nEdward Carr\n\n'],['Cash Kartaltepe\nTC Yvonne Carr'],-2.823763907144894e-07,39.124017254002275,69.31626379927289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
140,DNF,,"Lawson Lamme
JK Ault

TC Cam Orear
TC David Koenig",7770,0 days 04:08:00,0 days 09:31:00,0 days 15:15:00,0 days 21:16:00,,,,,,,,,['Lawson Lamme\nJK Ault\n\n'],['Cam Orear\nTC David Koenig'],-2.823763907144894e-07,42.36920492296802,81.55108510907186,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
141,DNF,,"Brandon Martinez
Robert Marchan
James Morris

TC Nick McMillan
TC Rhonda Martinez",18,0 days 04:28:00,0 days 10:40:00,0 days 20:51:00,,,,,,,,,,['Brandon Martinez\nRobert Marchan\nJames Morris\n\n'],['Nick McMillan\nTC Rhonda Martinez'],-2.823763907144894e-07,38.087340153324504,59.5241007626022,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
142,DNF,Unlimited Man,"James Sutherland

TC Sophia Sutherland
TC Ryan Rager-Aguiar",23,0 days 02:53:00,0 days 06:58:00,0 days 10:53:00,,,,,,,,,Solo Unlimited Man,['James Sutherland\n\n'],['Sophia Sutherland\nTC Ryan Rager-Aguiar'],-2.823763907144894e-07,56.59574186998894,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
143,DNF,,"Tristan  Summy
Waldo Morrison - out at Fentress

TC Natalie Wolff
TC Karen Summy",229,0 days 03:52:00,0 days 11:36:00,0 days 19:21:00,,,,,,,,,,['Tristan  Summy\nWaldo Morrison - out at Fentress\n\n'],['Natalie Wolff\nTC Karen Summy'],-2.823763907144894e-07,35.73621996446931,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
144,DNF,,"Nathan Sany
Jason Best

TC Katie Brannen
TC Charles Collins",344,0 days 04:17:00,0 days 10:03:00,0 days 16:25:00,,,,,,,,,,['Nathan Sany\nJason Best\n\n'],['Katie Brannen\nTC Charles Collins'],-2.823763907144894e-07,40.426315288145716,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
145,DNF,Tandem Unlimited,"Nicole Ellis
Kevin Ellis

TC Spencer Williams
TC Nathan Schulze",1814,0 days 04:04:00,0 days 10:56:00,0 days 19:02:00,,,,,,,,,Tandem Unlimited,['Nicole Ellis\nKevin Ellis\n\n'],['Spencer Williams\nTC Nathan Schulze'],-2.823763907144894e-07,37.41549418717142,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
146,DNF,C-2,"Sontian Morrell-Stinson
Andy Arreola 

TC Alex Gary",3447,0 days 04:26:00,0 days 10:43:00,0 days 17:02:00,,,,,,,,,USCA C-2,['Sontian Morrell-Stinson\nAndy Arreola \n\n'],['Alex Gary'],-2.823763907144894e-07,37.93280326375853,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
147,DNF,Women,"Staci Maloney
Myrna Lewis

TC Kate Catlow",3696,0 days 04:39:00,0 days 11:10:00,0 days 20:40:00,,,,,,,,,Women,['Staci Maloney\nMyrna Lewis\n\n'],['Kate Catlow'],-2.823763907144894e-07,36.39559622997754,59.79813871378661,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
148,DNF,,"Bradley Welter
Blake Newman

TC Joel Smith
TC Sam George",6734,0 days 04:26:00,0 days 10:57:00,0 days 19:57:00,,,,,,,,,,['Bradley Welter\nBlake Newman\n\n'],['Joel Smith\nTC Sam George'],-2.823763907144894e-07,37.18225715433388,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
149,DNF,,"Martin Dawe
John Durkop

TC Morris Moore
TC Sandra Dawe",42,0 days 04:20:00,0 days 10:33:00,,,,,,,,,,,['Martin Dawe\nJohn Durkop\n\n'],['Morris Moore\nTC Sandra Dawe'],-2.823763907144894e-07,38.538188687798566,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
150,DNF,Unlimited Man,"Justin McKinney

TC Ryan Roth",999,0 days 04:00:00,0 days 09:31:00,,,,,,,,,,Solo Unlimited Man,['Justin McKinney\n\n'],['Ryan Roth'],-2.823763907144894e-07,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
151,DNF,,"Peter Andrews
TJ Fleming

TC Richard Andrews
TC Bo Alomes",1001,0 days 04:19:00,0 days 10:16:00,,,,,,,,,,,['Peter Andrews\nTJ Fleming\n\n'],['Richard Andrews\nTC Bo Alomes'],-2.823763907144894e-07,39.571055345877475,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
152,DNF,Unlimited,"Ryan Willis
Garrett Schmidt

TC Robi Willis
TC Sean Willis",1776,0 days 04:08:00,0 days 09:46:00,,,,,,,,,,Unlimited,['Ryan Willis\nGarrett Schmidt\n\n'],['Robi Willis\nTC Sean Willis'],-2.823763907144894e-07,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
153,DNF,,"Micah Harris
Miles Maynor

TC Micah Killiam
TC Morgan Maynor",3040,0 days 03:55:00,0 days 15:00:00,,,,,,,,,,,['Micah Harris\nMiles Maynor\n\n'],['Micah Killiam\nTC Morgan Maynor'],-2.823763907144894e-07,29.95762510236497,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
154,DNF,Women,"Makayla Barnett
Kristy Cothran

TC Robert Barnett
TC Antonio Ramirez",69,0 days 05:06:00,,,,,,,,,,,Women,['Makayla Barnett\nKristy Cothran\n\n'],['Robert Barnett\nTC Antonio Ramirez'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
155,DNF,,"Pete Garcia
Nicholas Shawn Barkdull

TC Ramona Garcia
TC Brenda Lewallen",6670,0 days 04:36:00,,,,,,,,,,,,['Pete Garcia\nNicholas Shawn Barkdull\n\n'],['Ramona Garcia\nTC Brenda Lewallen'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
156,DNF,Unlimited Man,"Travis Brown

TC David Froehlich",8080,0 days 05:11:00,,,,,,,,,,,Solo Unlimited Man,['Travis Brown\n\n'],['David Froehlich'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
157,DNF,Unlimited Man,"Larkin Hood

TC Kristine Hood",5559,,,,,,,,,,,,Solo Unlimited Man,['Larkin Hood\n\n'],['Kristine Hood'],-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07
158,DNF,,"Will Birdsong
Clint Walker

TC Jim Birdsong
TC Rhonda Walker",9517,,,,,,,,,,,,,['Will Birdsong\nClint Walker\n\n'],['Jim Birdsong\nTC Rhonda Walker'],-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07
